player_name,year,runs,balls,matches,strike_rate,wickets,run_conceded,balls_bowled,overs,economy
Darren Sammy,2015,13,18,2,72.22222222,0,26,18,3,8.666666667
David Miller,2015,357,274,13,130.2919708,0,0,0,0,0
David Warner,2015,562,368,14,152.7173913,0,0,0,0,0
Dhawal Kulkarni,2015,4,12,2,33.33333333,13,290,221,36.83333333,7.873303167
Dinesh Karthik,2015,141,120,11,117.5,0,0,0,0,0
Deepak Hooda,2015,151,99,9,152.5252525,1,131,97,16.16666667,8.103092784
Domnic Muthuswami,2015,1,3,1,33.33333333,4,108,84,14,7.714285714
Dwayne Bravo,2015,195,151,13,129.1390728,28,442,324,54,8.185185185
Dwayne Smith,2015,399,341,16,117.0087977,1,17,12,2,8.5
Eoin Morgan,2015,187,154,9,121.4285714,0,0,0,0,0
Faf du Plessis,2015,380,317,15,119.873817,0,0,0,0,0
Gautam Gambhir,2015,327,288,13,113.5416667,0,0,0,0,0
George Bailey,2015,259,196,12,132.1428571,0,0,0,0,0
Glenn Maxwell,2015,146,115,11,126.9565217,2,97,63,10.5,9.238095238
Gurinder Sandhu,2015,0,0,0,0,1,86,48,8,10.75
Gurkeerat Singh Mann,2015,35,41,5,85.36585366,3,66,56,9.333333333,7.071428571
Hanuman Vihari,2015,39,36,4,108.3333333,0,0,0,0,0
Harbhajan Singh,2015,117,81,9,144.4444444,19,448,349,58.16666667,7.702005731
Hardik Pandya,2015,112,68,8,164.7058824,1,178,107,17.83333333,9.981308411
Harshal Patel,2015,19,14,6,135.7142857,19,339,272,45.33333333,7.477941176
Imran Tahir,2015,5,6,2,83.33333333,15,315,220,36.66666667,8.590909091
Iqbal Abdulla,2015,20,20,2,100,4,150,121,20.16666667,7.438016529
Ishant Sharma,2015,0,0,0,0,1,161,89,14.83333333,10.85393258
Ishwar Chandra Pandey,2015,0,0,0,0,11,228,189,31.5,7.238095238
Jagadeesha Suchith,2015,48,33,5,145.4545455,10,338,239,39.83333333,8.485355649
Juan Theron,2015,1,1,1,100,1,41,26,4.333333333,9.461538462
Jayant Yadav,2015,0,0,0,0,2,29,42,7,4.142857143
James Faulkner,2015,144,116,11,124.137931,9,433,281,46.83333333,9.245551601
Jan Morkel,2015,86,70,3,122.8571429,3,113,74,12.33333333,9.162162162
Jasprit Bumrah,2015,0,0,0,0,3,184,98,16.33333333,11.26530612
Jaydev Unadkat,2015,0,0,0,0,0,30,18,3,10
Johan Botha,2015,31,15,3,206.6666667,1,82,62,10.33333333,7.935483871
Jean-Paul Duminy,2015,414,327,13,126.6055046,8,128,107,17.83333333,7.177570093
Karanveer Singh,2015,11,16,3,68.75,2,159,87,14.5,10.96551724
Karn Sharma,2015,104,87,9,119.5402299,11,338,239,39.83333333,8.485355649
Karun Nair,2015,181,147,12,123.1292517,0,0,0,0,0
K.C. Cariappa,2015,0,0,0,0,1,28,12,2,14
Kedar Jadhav,2015,189,143,12,132.1678322,0,0,0,0,0
Kieron Pollard,2015,419,270,14,155.1851852,6,121,81,13.5,8.962962963
KL Rahul,2015,142,133,8,106.7669173,0,0,0,0,0
Kane Williamson,2015,31,29,2,106.8965517,0,0,0,0,0
Lendl Simmons,2015,540,455,13,118.6813187,0,0,0,0,0
Marchant de Lange,2015,0,0,0,0,1,30,26,4.333333333,6.923076923
Mitchell Starc,2015,11,14,3,78.57142857,22,306,272,45.33333333,6.75
Manan Vohra,2015,82,83,7,98.79518072,0,0,0,0,0
Mandeep Singh,2015,157,102,8,153.9215686,0,0,0,0,0
Manish Pandey,2015,225,187,12,120.3208556,0,0,0,0,0
Manoj Tiwary,2015,57,58,2,98.27586207,0,0,0,0,0
Manvinder Bisla,2015,37,30,2,123.3333333,0,0,0,0,0
Mayank Agarwal,2015,213,187,10,113.9037433,0,0,0,0,0
Micheal Hussey,2015,77,73,4,105.4794521,0,0,0,0,0
Mitchell Johnson,2015,31,38,8,81.57894737,11,346,231,38.5,8.987012987
Mitchell McClenaghan,2015,13,6,3,216.6666667,18,395,305,50.83333333,7.770491803
Mohit Sharma,2015,28,18,5,155.5555556,15,482,350,58.33333333,8.262857143
Moises Henriques,2015,287,216,9,132.8703704,11,164,157,26.16666667,6.267515924
Morne Morkel,2015,4,3,1,133.3333333,12,212,174,29,7.310344828
MS Dhoni,2015,372,309,17,120.3883495,0,0,0,0,0
Muarli Vijay,2015,251,233,11,107.7253219,0,28,24,4,7
Naman Ojha,2015,137,126,11,108.7301587,0,0,0,0,0
Nathan Coulter-Nile,2015,20,20,5,100,16,331,264,44,7.522727273
Nic Maddinson,2015,4,7,1,57.14285714,0,0,0,0,0
Parthiv Patel,2015,339,255,14,132.9411765,0,0,0,0,0
Parvez Rasool,2015,2,2,1,100,1,31,30,5,6.2
Pawan Negi,2015,116,77,9,150.6493506,7,259,183,30.5,8.491803279
Pawan Suyal,2015,0,0,0,0,0,97,67,11.16666667,8.686567164
Piyush Chawla,2015,54,49,7,110.2040816,12,275,212,35.33333333,7.783018868
Pat Cummins,2015,0,2,1,0,1,103,66,11,9.363636364
Pragyan Ojha,2015,0,0,0,0,0,23,12,2,11.5
Praveen Kumar,2015,17,25,4,68,7,338,230,38.33333333,8.817391304
Pravin Tambe,2015,3,5,2,60,7,267,204,34,7.852941176
Quinton de Kock,2015,122,78,3,156.4102564,0,0,0,0,0
Rahul Tewatia,2015,0,0,0,0,2,31,18,3,10.33333333
R. Ashwin,2015,52,34,6,152.9411765,10,229,240,40,5.725
Rajat Bhatia,2015,0,1,1,0,0,47,30,5,9.4
Ranganath Vinay Kumar,2015,0,2,2,0,9,371,265,44.16666667,8.4
Ravindra Jadeja,2015,132,128,11,103.125,12,334,258,43,7.76744186
Ronit More,2015,2,2,1,100,1,63,37,6.166666667,10.21621622
Rishi Dhawan,2015,36,33,4,109.0909091,1,111,79,13.16666667,8.430379747
Robin Uthappa,2015,364,287,13,126.8292683,0,0,0,0,0
Rohit Sharma,2015,482,339,16,142.1828909,0,0,0,0,0
Rilee Rossouw,2015,14,10,2,140,0,0,0,0,0
Ravi Bopara,2015,145,121,8,119.8347107,8,164,123,20.5,8
Ryan ten Doeschate,2015,61,45,5,135.5555556,1,4,7,1.166666667,3.428571429
Sreenath Aravind,2015,0,1,1,0,10,132,110,18.33333333,7.2
Shreyas Gopal,2015,1,1,1,100,1,23,13,2.166666667,10.61538462
Sean Abbott,2015,15,13,2,115.3846154,0,57,32,5.333333333,10.6875
Suryakumar Yadav,2015,157,115,13,136.5217391,0,0,0,0,0
Sandeep Sharma,2015,9,14,3,64.28571429,13,359,311,51.83333333,6.926045016
ShabhazNadeem,2015,2,7,1,28.57142857,0,43,44,7.333333333,5.863636364
Shakib Al Hasan,2015,36,32,3,112.5,5,123,89,14.83333333,8.292134831
Shaun Marsh,2015,93,65,4,143.0769231,0,0,0,0,0
Shikhar Dhawan,2015,353,293,14,120.4778157,0,0,0,0,0
Shivam Sharma,2015,0,0,0,0,1,44,18,3,14.66666667
Lasith Malinga,2015,6,11,1,54.54545455,26,453,378,63,7.19047619
Sarfaraz Khan,2015,111,72,7,154.1666667,0,0,0,0,0
Shardul Thakur,2015,7,6,1,116.6666667,1,39,20,3.333333333,11.7
Sunil Narine,2015,0,1,1,0,7,246,196,32.66666667,7.530612245
Steve Smith,2015,298,228,12,130.7017544,0,0,0,0,0
Shane Watson,2015,347,270,9,128.5185185,8,273,193,32.16666667,8.487046632
Shreyas Iyer,2015,439,360,14,121.9444444,0,0,0,0,0
Saurabh Tiwary,2015,109,83,6,131.3253012,0,0,0,0,0
Stuart Binny,2015,74,69,8,107.2463768,8,143,119,19.83333333,7.210084034
Suresh Raina,2015,374,319,17,117.2413793,3,94,78,13,7.230769231
Sanju Samson,2015,204,166,11,122.8915663,0,0,0,0,0
Trent Boult,2015,0,0,0,0,10,239,181,30.16666667,7.922651934
Tim Southee,2015,13,9,2,144.4444444,9,255,175,29.16666667,8.742857143
Thisara Perera,2015,12,15,2,80,1,55,37,6.166666667,8.918918919
Unmukt Chand,2015,102,89,5,114.6067416,0,0,0,0,0
Umesh Yadav,2015,29,16,3,181.25,12,387,266,44.33333333,8.729323308
Virender Sehwag,2015,99,89,8,111.2359551,0,0,0,0,0
Virat Kohli,2015,505,395,16,127.8481013,1,10,11,1.833333333,5.454545455
Varun Aaron,2015,6,3,1,200,4,180,113,18.83333333,9.557522124
Wriddhiman Saha,2015,249,205,13,121.4634146,0,0,0,0,0
Yusuf Pathan,2015,312,243,12,128.3950617,2,100,60,10,10
Yuzvendra Chahal,2015,1,1,1,100,24,416,283,47.16666667,8.819787986
Yuvraj Singh,2015,248,215,13,115.3488372,1,75,55,9.166666667,8.181818182
Zaheer Khan,2015,0,0,0,0,8,159,155,25.83333333,6.15483871
Amit Mishra,2016,4,14,2,28.57142857,14,350,284,47.33333333,7.394366197
Ashish Nehra,2016,1,1,1,100,11,200,161,26.83333333,7.453416149
Adam Zampa,2016,0,1,1,0,12,117,103,17.16666667,6.815533981
Aaron Finch,2016,393,311,12,126.3665595,0,0,0,0,0
Abraham de Villiers,2016,687,415,16,165.5421687,0,0,0,0,0
Akshdeep Nath,2016,20,27,3,74.07407407,0,0,0,0,0
Aditya Tare,2016,8,15,2,53.33333333,0,0,0,0,0
Adam Milne,2016,0,0,0,0,1,44,25,4.166666667,10.56
Ajinkya Rahane,2016,480,387,14,124.0310078,0,0,0,0,0
Ambati Rayudu,2016,334,284,12,117.6056338,0,0,0,0,0
Andre Russell,2016,188,125,8,150.4,19,301,224,37.33333333,8.0625
Ankit Sharma,2016,3,3,1,100,1,84,70,11.66666667,7.2
Ankit Singh Rajpoot,2016,0,0,0,0,3,101,72,12,8.416666667
Anureet Singh,2016,0,0,0,0,1,44,38,6.333333333,6.947368421
Axar Rajesh Patel,2016,111,81,10,137.037037,13,395,294,49,8.06122449
Ashish Reddy,2016,47,30,3,156.6666667,1,40,23,3.833333333,10.43478261
Ashok Dinda ,2016,0,0,0,0,13,236,192,32,7.375
Barinder Singh Sran,2016,4,4,3,100,14,420,312,52,8.076923077
Ben Cutting,2016,65,37,4,175.6756757,5,80,68,11.33333333,7.058823529
Bhuvneshwar Kumar,2016,43,28,8,153.5714286,24,503,414,69,7.289855072
Bipul Sharma,2016,51,25,4,204,5,123,84,14,8.785714286
Brad Hogg,2016,0,0,0,0,5,144,98,16.33333333,8.816326531
Brendon McCullum,2016,354,273,16,129.6703297,0,0,0,0,0
Colin Munro,2016,30,31,3,96.77419355,0,15,12,2,7.5
Chris Lynn,2016,25,23,2,108.6956522,0,0,0,0,0
Christopher Gayle,2016,227,159,10,142.7672956,2,65,65,10.83333333,6
Christopher Morris,2016,195,114,7,171.0526316,16,320,274,45.66666667,7.00729927
Chris Jordan,2016,3,4,1,75,13,266,181,30.16666667,8.817679558
Carlos Brathwaite,2016,83,40,6,207.5,9,192,143,23.83333333,8.055944056
David Wiese,2016,5,4,1,125,0,49,27,4.5,10.88888889
Dale Steyn,2016,1,2,1,50,0,17,13,2.166666667,7.846153846
David Miller,2016,161,139,13,115.8273381,0,0,0,0,0
David Warner,2016,848,579,17,146.4594128,0,0,0,0,0
Dhawal Kulkarni,2016,27,16,5,168.75,20,365,297,49.5,7.373737374
Dinesh Karthik,2016,335,273,15,122.7106227,0,0,0,0,0
Deepak Hooda,2016,144,125,15,115.2,3,97,80,13.33333333,7.275
Deepak Chahar,2016,0,0,0,0,0,42,33,5.5,7.636363636
Dwayne Bravo,2016,99,88,12,112.5,19,502,348,58,8.655172414
Dwayne Smith,2016,324,226,12,143.3628319,8,154,113,18.83333333,8.17699115
Eoin Morgan,2016,123,105,6,117.1428571,0,0,0,0,0
Eklavya Dwivedi,2016,24,15,2,160,0,0,0,0,0
Farhaan Behardien,2016,14,13,3,107.6923077,0,0,0,0,0
Faf du Plessis,2016,206,169,6,121.8934911,0,0,0,0,0
Gautam Gambhir,2016,501,424,15,118.1603774,0,0,0,0,0
George Bailey,2016,84,99,5,84.84848485,0,0,0,0,0
Glenn Maxwell,2016,179,129,10,138.7596899,0,81,55,9.166666667,8.836363636
Gurkeerat Singh Mann,2016,113,87,6,129.8850575,2,31,26,4.333333333,7.153846154
Harbhajan Singh,2016,92,91,7,101.0989011,9,402,300,50,8.04
Hardik Pandya,2016,44,66,9,66.66666667,3,155,106,17.66666667,8.773584906
Hashim Amla,2016,157,122,6,128.6885246,0,0,0,0,0
Harshal Patel,2016,0,0,0,0,2,147,90,15,9.8
Imran Tahir,2016,5,7,1,71.42857143,5,141,97,16.16666667,8.721649485
Iqbal Abdulla,2016,37,27,2,137.037037,7,216,155,25.83333333,8.361290323
Irfan Pathan,2016,11,14,3,78.57142857,0,61,48,8,7.625
Ishan Kishan,2016,42,41,5,102.4390244,0,0,0,0,0
Ishant Sharma,2016,0,0,0,0,3,151,97,16.16666667,9.340206186
Jagadeesha Suchith,2016,0,0,0,0,0,31,14,2.333333333,13.28571429
Jayant Yadav,2016,6,12,2,50,2,125,104,17.33333333,7.211538462
James Faulkner,2016,77,60,5,128.3333333,2,168,108,18,9.333333333
Jan Morkel,2016,16,9,1,177.7777778,3,66,34,5.666666667,11.64705882
Jason Holder,2016,22,20,4,110,3,105,83,13.83333333,7.590361446
Jasprit Bumrah,2016,8,11,2,72.72727273,18,413,322,53.66666667,7.695652174
Jaydev Unadkat,2016,0,0,0,0,0,49,19,3.166666667,15.47368421
Jos Buttler,2016,255,189,14,134.9206349,0,0,0,0,0
Jean-Paul Duminy,2016,191,157,8,121.656051,2,55,43,7.166666667,7.674418605
John Hastings,2016,0,0,0,0,2,37,42,7,5.285714286
Kane Richardson,2016,1,1,1,100,8,138,86,14.33333333,9.627906977
Karn Sharma,2016,36,34,3,105.8823529,1,174,100,16.66666667,10.44
Karun Nair,2016,357,304,12,117.4342105,0,0,0,0,0
K.C. Cariappa,2016,13,11,2,118.1818182,3,160,105,17.5,9.142857143
Kedar Jadhav,2016,42,33,3,127.2727273,0,0,0,0,0
Krunal Pandya,2016,237,127,8,186.6141732,7,238,194,32.33333333,7.360824742
Kieron Pollard,2016,207,156,12,132.6923077,0,82,37,6.166666667,13.2972973
Kyle Abbott,2016,13,8,3,162.5,2,182,102,17,10.70588235
KL Rahul,2016,397,277,12,143.3212996,0,0,0,0,0
Kevin Pietersen,2016,73,61,4,119.6721311,0,0,0,0,0
Kane Williamson,2016,124,126,6,98.41269841,0,7,6,1,7
Kuldeep Yadav,2016,0,0,0,0,7,102,74,12.33333333,8.27027027
Lendl Simmons,2016,8,8,1,100,0,0,0,0,0
Murugan Ashwin,2016,0,1,1,0,7,245,176,29.33333333,8.352272727
Manan Vohra,2016,161,136,7,118.3823529,0,0,0,0,0
Manish Pandey,2016,248,190,11,130.5263158,0,0,0,0,0
Mayank Agarwal,2016,27,26,3,103.8461538,0,0,0,0,0
Mitchell Johnson,2016,5,14,2,35.71428571,3,108,69,11.5,9.391304348
Mitchell Marsh,2016,7,11,1,63.63636364,4,45,55,9.166666667,4.909090909
Martin Guptill,2016,57,55,3,103.6363636,0,0,0,0,0
Mitchell McClenaghan,2016,34,23,4,147.826087,18,449,332,55.33333333,8.114457831
Mohammed Shami,2016,2,4,2,50,8,252,156,26,9.692307692
Mohit Sharma,2016,32,27,5,118.5185185,16,410,304,50.66666667,8.092105263
Moises Henriques,2016,182,162,15,112.345679,14,418,318,53,7.886792453
Morne Morkel,2016,1,1,1,100,10,299,220,36.66666667,8.154545455
Marcus Stoinis,2016,146,111,5,131.5315315,9,203,140,23.33333333,8.7
MS Dhoni,2016,284,220,12,129.0909091,0,0,0,0,0
Muarli Vijay,2016,453,373,14,121.4477212,0,8,7,1.166666667,6.857142857
Mustafizur Rahman,2016,0,0,0,0,19,427,376,62.66666667,6.813829787
Nitish Rana,2016,104,78,3,133.3333333,0,3,6,1,3
Naman Ojha,2016,136,142,13,95.77464789,0,0,0,0,0
Nathan Coulter-Nile,2016,9,14,2,64.28571429,4,120,93,15.5,7.741935484
Nikhil Shankar Naik,2016,23,33,2,69.6969697,0,0,0,0,0
Pardeep Sahu,2016,19,13,2,146.1538462,3,152,107,17.83333333,8.523364486
Parthiv Patel,2016,177,161,10,109.9378882,0,0,0,0,0
Parvez Rasool,2016,10,9,1,111.1111111,1,130,84,14,9.285714286
Pawan Negi,2016,57,63,6,90.47619048,2,84,54,9,9.333333333
Piyush Chawla,2016,27,26,3,103.8461538,12,273,216,36,7.583333333
Pradeep Sangwan,2016,0,0,0,0,0,49,25,4.166666667,11.76
Praveen Kumar,2016,24,27,6,88.88888889,10,408,319,53.16666667,7.673981191
Pravin Tambe,2016,7,19,1,36.84210526,5,143,97,16.16666667,8.845360825
Peter Handscomb,2016,6,12,1,50,0,0,0,0,0
Quinton de Kock,2016,445,340,13,130.8823529,0,0,0,0,0
R. Ashwin,2016,41,38,6,107.8947368,11,321,278,46.33333333,6.928057554
Rajagopal Sathish,2016,24,24,3,100,2,59,38,6.333333333,9.315789474
Rajat Bhatia,2016,34,20,5,170,6,249,208,34.66666667,7.182692308
Ranganath Vinay Kumar,2016,13,12,2,108.3333333,4,65,57,9.5,6.842105263
Ravindra Jadeja,2016,191,189,15,101.0582011,9,320,247,41.16666667,7.773279352
Rishi Dhawan,2016,14,6,2,233.3333333,2,56,45,7.5,7.466666667
Robin Uthappa,2016,394,300,15,131.3333333,0,0,0,0,0
Rohit Sharma,2016,489,372,14,131.4516129,0,0,0,0,0
Rishabh Pant,2016,198,155,10,127.7419355,0,0,0,0,0
Rudra Pratap Singh,2016,0,0,0,0,3,114,76,12.66666667,9
Sreenath Aravind,2016,0,0,0,0,11,222,182,30.33333333,7.318681319
Shreyas Gopal,2016,2,16,1,12.5,0,19,18,3,6.333333333
Shivil Kaushik,2016,0,1,1,0,6,195,142,23.66666667,8.23943662
Suryakumar Yadav,2016,182,148,11,122.972973,0,0,0,0,0
Sachin Baby,2016,119,82,6,145.1219512,3,8,10,1.666666667,4.8
Sandeep Sharma,2016,8,9,4,88.88888889,19,374,309,51.5,7.262135922
Sarabjit Ladda,2016,0,0,0,0,0,21,12,2,10.5
Shadab Jakati,2016,1,2,1,50,2,181,123,20.5,8.829268293
ShabhazNadeem,2016,1,5,1,20,3,127,91,15.16666667,8.373626374
Shakib Al Hasan,2016,114,108,7,105.5555556,5,247,190,31.66666667,7.8
Shaun Marsh,2016,159,134,6,118.6567164,0,0,0,0,0
Shikhar Dhawan,2016,501,438,17,114.3835616,0,0,0,0,0
Scott Boland,2016,0,0,0,0,3,56,43,7.166666667,7.813953488
Sarfaraz Khan,2016,66,31,4,212.9032258,0,0,0,0,0
Sunil Narine,2016,7,14,3,50,13,310,262,43.66666667,7.099236641
Steve Smith,2016,270,184,7,146.7391304,0,0,0,0,0
Shane Watson,2016,179,135,15,132.5925926,23,490,360,60,8.166666667
Shreyas Iyer,2016,30,46,6,65.2173913,0,0,0,0,0
Saurabh Tiwary,2016,170,149,7,114.0939597,0,0,0,0,0
Stuart Binny,2016,63,41,5,153.6585366,1,134,104,17.33333333,7.730769231
Suresh Raina,2016,399,321,15,124.2990654,0,84,61,10.16666667,8.262295082
Sanju Samson,2016,291,265,14,109.8113208,0,0,0,0,0
Sam Billings,2016,88,66,4,133.3333333,0,0,0,0,0
Swapnil Singh,2016,0,1,1,0,0,29,18,3,9.666666667
Tabraiz Shamsi,2016,0,0,0,0,3,151,96,16,9.4375
Trent Boult,2016,0,0,0,0,1,39,26,4.333333333,9
Tim Southee,2016,30,20,4,150,9,333,268,44.66666667,7.455223881
Thisara Perera,2016,150,97,10,154.6391753,10,326,202,33.66666667,9.683168317
Travis Head,2016,54,42,3,128.5714286,0,0,0,0,0
Unmukt Chand,2016,0,5,1,0,0,0,0,0,0
Usman Khawaja,2016,127,105,6,120.952381,0,0,0,0,0
Umesh Yadav,2016,9,6,2,150,12,246,163,27.16666667,9.055214724
Virat Kohli,2016,973,655,16,148.5496183,0,13,8,1.333333333,9.75
Varun Aaron,2016,0,0,0,0,2,229,155,25.83333333,8.864516129
Wriddhiman Saha,2016,270,214,12,126.1682243,0,0,0,0,0
Yusuf Pathan,2016,361,256,13,141.015625,1,33,38,6.333333333,5.210526316
Yuzvendra Chahal,2016,0,0,0,0,22,409,308,51.33333333,7.967532468
Yuvraj Singh,2016,236,183,10,128.9617486,0,52,38,6.333333333,8.210526316
Zaheer Khan,2016,6,13,2,46.15384615,12,341,271,45.16666667,7.549815498
Amit Mishra,2017,49,56,6,87.5,10,345,237,39.5,8.734177215
Ashish Nehra,2017,0,0,0,0,10,198,132,22,9
Adam Zampa,2017,5,7,1,71.42857143,7,164,122,20.33333333,8.06557377
Aaron Finch,2017,300,190,13,157.8947368,0,0,0,0,0
Abraham de Villiers,2017,216,171,9,126.3157895,0,0,0,0,0
Akshdeep Nath,2017,0,1,1,0,0,0,0,0,0
Aditya Tare,2017,18,25,3,72,0,0,0,0,0
Adam Milne,2017,7,12,3,58.33333333,4,141,90,15,9.4
Andrew Tye,2017,53,30,3,176.6666667,12,146,128,21.33333333,6.84375
Ajinkya Rahane,2017,382,328,16,116.4634146,0,0,0,0,0
Ambati Rayudu,2017,91,80,5,113.75,0,0,0,0,0
Angelo Davis Mathews,2017,32,28,2,114.2857143,0,57,31,5.166666667,11.03225806
Aniket Choudhary,2017,25,20,3,125,5,144,108,18,8
Ankit Sharma,2017,25,16,1,156.25,0,16,6,1,16
Ankit Singh Rajpoot,2017,4,7,1,57.14285714,4,113,87,14.5,7.793103448
Ankit Soni,2017,7,9,3,77.77777778,4,145,112,18.66666667,7.767857143
Anureet Singh,2017,15,12,1,125,0,26,12,2,13
Ankit Bawne,2017,12,12,1,100,0,0,0,0,0
Axar Rajesh Patel,2017,227,171,13,132.748538,15,366,294,49,7.469387755
Ashok Dinda ,2017,7,8,1,87.5,2,121,65,10.83333333,11.16923077
Avesh Khan,2017,0,0,0,0,1,24,24,4,6
Billy Stanlake,2017,0,0,0,0,2,70,50,8.333333333,8.4
Benjamin Stokes,2017,316,227,11,139.2070485,14,327,274,45.66666667,7.160583942
Basil Thampi,2017,28,30,5,93.33333333,15,428,278,46.33333333,9.237410072
Barinder Singh Sran,2017,0,0,0,0,0,29,13,2.166666667,13.38461538
Ben Cutting,2017,51,27,3,188.8888889,2,123,79,13.16666667,9.341772152
Bhuvneshwar Kumar,2017,4,4,2,100,28,384,324,54,7.111111111
Bipul Sharma,2017,31,25,3,124,3,131,100,16.66666667,7.86
Brendon McCullum,2017,320,227,11,140.969163,0,0,0,0,0
Colin De Grandhomme,2017,126,92,9,136.9565217,4,136,102,17,8
Chris Lynn,2017,295,175,7,168.5714286,0,0,0,0,0
Christopher Gayle,2017,200,172,9,116.2790698,0,0,0,0,0
Christopher Morris,2017,154,97,8,158.7628866,14,241,189,31.5,7.650793651
Corey Anderson,2017,142,130,11,109.2307692,4,187,121,20.16666667,9.272727273
Chris Jordan,2017,0,1,1,0,1,10,7,1.166666667,8.571428571
Carlos Brathwaite,2017,12,16,2,75,1,67,38,6.333333333,10.57894737
Chris Woakes,2017,46,47,7,97.87234043,18,393,278,46.33333333,8.482014388
David Miller,2017,83,82,4,101.2195122,0,0,0,0,0
David Warner,2017,641,462,14,138.7445887,0,0,0,0,0
